name,semimajor_axis,eccentricity,inclination,long_ascend_node,abs_mag,size,semiminor_axis,anomaly,x0_pos,y0_pos
K15VH3G,43.9648879,0.0657556,2.88624,87.61125,8.4,71.69342880402648,43.869737267869944,261.70566,-6.328865015578899,-43.41281496644559
U8460,34.7527003,0.0628322,1.51564,27.52438,7.3,118.98147579246931,34.684032621634614,313.64873,23.96268620385502,-25.120483780137594
J99H12H,43.8536956,0.021408,1.29314,255.94891,7.0,136.60901232216727,43.84364531997652,277.29472,5.566988584330179,-43.48894200211539
K15KH5H,40.5778476,0.0725526,17.54968,216.18835,8.9,56.948114743233305,40.47090822983897,59.02238,20.845046185443685,34.72269721946724
K00P30H,77.3426388,0.5036447,8.04508,127.18431,7.8,94.51034563112196,66.81714748651358,348.84979,75.40500441643859,-14.862508671040729
K05XB3N,54.9206482,0.4011637,3.38367,336.17935,6.2,197.460099452781,50.3076640730357,335.99277,49.39176603346216,-21.998099571828682
K15KH3G,39.894782,0.2890418,7.14446,171.58567,9.6,41.25526217847495,38.19193216986441,347.1674,38.811167138428345,-8.840906360111632
K13CM3D,39.3497153,0.2262162,5.27894,73.74166,5.5,272.5708141715397,38.32965725428273,181.10461,-39.342008437474455,-0.758571770158506
K07Tg2J,19.4930566,0.5278834,2.90997,318.45542,11.3,18.85729310124613,16.55578147785003,75.25793,4.251450364733142,16.157221862102105
g7614,39.9479309,0.0544363,23.95741,99.72365,7.1,130.4605939513808,39.88869791931924,245.6566,-16.446445866858486,-36.351398499660284
K15RS1C,46.0324242,0.0202327,4.37688,331.49464,7.3,118.98147579246931,46.023001269499744,117.27464,-21.09123196853781,40.90792931189736
K15G53Y,12.1022272,0.0798105,24.08281,201.32115,13.6,6.538518417986335,12.06362175078143,116.73775,-5.431016350580529,10.780673072449774
K05ET9B,52.4051288,0.5138602,0.71311,351.65005,8.1,82.31506991887196,44.95699425648049,8.23278,51.67532713805598,7.476709238342541
o0879,59.6670036,0.3838696,13.69113,86.08465,5.8,237.39925482809605,55.09575414145202,51.56361,35.268928242668984,44.44030145630138
K04PA7Y,44.4468836,0.1010644,1.57664,81.4685,6.4,180.08575104123221,44.219310477525255,54.50195,25.721389493300684,36.06265421756942
