name,semimajor_axis,eccentricity,inclination,long_ascend_node,abs_mag,size,semiminor_axis,anomaly,x0_pos,y0_pos,gmag,rmag,imag,zmag
2003 BC21,2.5962615,0.5103558,5.47381,292.15647,16.0,2.1651069365823927,2.23268972805422,0.68248,2.5960124584918227,0.03092392486721638,1.0,3.1977759999999997,3.5846240000000003,2.657696
2003 BH,1.4564299,0.3562325,13.11124,119.78694,20.6,0.26030310669964696,1.3608842376621597,117.16593,-0.6297224563876417,1.227101630093792,1.0,3.210336,3.712736,3.0269600000000003
2003 HA,1.1843054,0.5802281,36.82553,53.50935,16.7,1.5684813222680876,0.9645622948655969,59.27965,0.5159302551741501,0.8682229809436904,1.0,2.820976,2.916432,2.7129600000000003
2003 QN47,1.7355764,0.3686087,28.01119,349.37565,18.0,0.8619445964685667,1.6133651847939372,321.13514,1.3113842796313748,-1.056826435692604,1.0,3.25304,3.7001760000000004,3.31584
2003 RL10,2.4532102,0.5509948,17.79369,221.80362,19.4,0.4523549545486838,2.0472251960306074,21.81396,2.2119460609702206,0.8853405190366477,1.0,2.9139199999999996,2.8687039999999997,2.3864
2003 SF170,2.2032416,0.4236022,28.65136,9.40356,19.5,0.43199562784405615,1.995802698640726,301.96556,1.0842120731553053,-1.7374250396496391,1.0,2.61248,2.594896,2.841072
2003 WX87,2.3029571,0.4930453,13.02136,98.50779,18.2,0.7861028149035884,2.0035810578244186,163.13065,-2.1746472758696926,0.6594378687876946,1.0,3.119904,3.418832,2.8084160000000002
2003 YM137,2.5933621,0.6895427,2.70241,77.05402,18.7,0.6244236612741558,1.878229614416554,215.01557,-1.8639423797862154,-1.3059015140306591,1.0,2.660208,2.73808,2.702912
2004 BG11,1.7757257,0.4873098,34.12381,108.21564,18.6,0.6538518417986329,1.5506154542329158,122.87971,-0.8728928869604209,1.3503352548877028,1.0,3.00184,3.0470560000000004,2.170368
2004 DH2,0.9441686,0.4002596,23.0198,157.31146,20.2,0.3129531674054072,0.8652378012282843,303.58728,0.4908393283083758,-0.7391285253800755,1.0,2.773248,2.986768,3.1776799999999996
2004 EP20,1.0585223,0.4504996,16.17413,159.58936,18.7,0.6244236612741558,0.9450239713740964,171.31603,-1.0433638442911073,0.15935837273113732,1.0,2.826,3.1600960000000002,2.846096
2004 EU22,1.1764786,0.1631284,5.3369,175.68023,23.7,0.06244236612741559,1.1607194897417674,332.54961,1.0409997811655796,-0.5407650847302184,1.0,2.755664,3.1123680000000005,3.2254080000000003
2004 FH11,2.2562485,0.4464721,21.37888,203.593,16.6,1.6424015696315357,2.0188856406264195,135.76608,-1.526754005905207,1.4864630299482717,1.0,2.984256,3.3409600000000004,2.971696
2004 FN32,1.2050013,0.6767352,21.95825,190.07831,19.1,0.5193729792671287,0.8871538975969859,56.49772,0.5278940876727088,0.7974920130392258,1.0,2.5521920000000002,2.665232,2.7003999999999997
2004 HC39,1.8124867,0.5005888,14.65752,56.08518,21.5,0.17198055709247903,1.569042898631506,31.2817,1.4835636748352696,0.9013719674808471,1.0,3.31584,3.486656,3.509264
2004 KD1,1.7197347,0.3303178,10.12527,271.49912,17.7,0.9896448099650541,1.6232056032961293,220.92727,-1.2664746145568646,-1.0981102362250554,1.0,2.534608,2.622528,2.34872
2004 LZ11,2.1195448,0.3925899,5.4623,72.11377,19.0,0.5438502736768585,1.9493742525684163,272.18029,0.07417037646320215,-1.9481803359143206,1.0,3.119904,3.300768,3.109856
2004 QG20,2.3415256,0.4496159,7.61537,169.45853,19.2,0.4959973445799733,2.0915021810340293,22.34486,2.1271065127438535,0.8743361481993538,1.0,2.795856,2.954112,2.371328
2004 QZ2,2.259333,0.4954094,0.97245,219.77655,18.1,0.8231506991887187,1.962591333494234,89.12245,0.030059007475084804,1.9624176302691148,1.0,3.067152,3.129952,2.559728
2004 RK9,1.8365761,0.4261297,6.22693,354.81544,21.2,0.197460099452781,1.6614807544890782,341.34792,1.7206998073646276,-0.5808211977852892,1.0,2.416544,2.773248,2.6476480000000002
2004 RS25,2.1274527,0.479115,6.67077,178.86346,20.2,0.3129531674054072,1.8673761571445986,265.67155,-0.14103033322998726,-1.863268587252038,1.0,2.677792,2.7506399999999998,2.607456
2004 TC10,1.1205177,0.4071878,14.10445,16.45355,20.2,0.3129531674054072,1.0234186292830267,353.54392,1.1120154457760347,-0.12583475214211995,1.0,3.05208,3.21536,2.660208
2004 TU11,2.507653,0.5210459,5.27102,207.72001,21.1,0.2067661072379766,2.140353699916494,230.12374,-1.455886156098813,-1.742687122425018,1.0,2.484368,2.6200159999999997,3.00184
2004 UR,1.5595758,0.4057658,2.43909,28.65946,23.1,0.08231506991887196,1.425416546630612,137.76192,-1.1064247920718893,1.004585497400279,1.0,2.496928,2.652672,2.5898719999999997
2004 VA,1.9007771,0.5962931,3.69804,109.63643,17.3,1.1898147579246918,1.5258807544726938,149.03615,-1.5225066590132448,0.9135073732435597,1.0,2.59992,2.7481280000000003,2.6325760000000002
2004 VA64,2.4656385,0.8906524,29.93574,225.53269,17.1,1.3046059395138065,1.12108844320569,282.03999,0.23799612475525178,-1.1158535721318683,1.0,2.6476480000000002,2.8084160000000002,2.517024
